"filename", "language", "JSON", "HTML", "CSS", "JavaScript", "XML", "Markdown", "comment", "blank", "total"
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/components/stakeholders/LandStewards.js", "JavaScript", 0, 0, 0, 232, 0, 0, 0, 28, 260
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/components/stakeholders/Scientists.js", "JavaScript", 0, 0, 0, 45, 0, 0, 0, 8, 53
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/index.css", "CSS", 0, 0, 22, 0, 0, 0, 5, 7, 34
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/index.js", "JavaScript", 0, 0, 0, 16, 0, 0, 1, 4, 21
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/ApplicationView.js", "JavaScript", 0, 0, 0, 197, 0, 0, 0, 9, 206
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/Applications.js", "JavaScript", 0, 0, 0, 121, 0, 0, 1, 14, 136
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/CreateNewProject.js", "JavaScript", 0, 0, 0, 117, 0, 0, 1, 8, 126
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/CreateNewProjectBk.js", "JavaScript", 0, 0, 0, 158, 0, 0, 0, 13, 171
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/Dashboard.js", "JavaScript", 0, 0, 0, 37, 0, 0, 0, 8, 45
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/Login.js", "JavaScript", 0, 0, 0, 66, 0, 0, 0, 7, 73
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/ProjectView.js", "JavaScript", 0, 0, 0, 428, 0, 0, 10, 21, 459
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/Projects.js", "JavaScript", 0, 0, 0, 134, 0, 0, 9, 12, 155
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/admin-panel/Stats.js", "JavaScript", 0, 0, 0, 38, 0, 0, 0, 7, 45
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/landing-site/CaseStudies.js", "JavaScript", 0, 0, 0, 52, 0, 0, 155, 9, 216
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/landing-site/Contact.js", "JavaScript", 0, 0, 0, 37, 0, 0, 0, 5, 42
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/landing-site/Home.js", "JavaScript", 0, 0, 0, 223, 0, 0, 2, 17, 242
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/landing-site/ProjectStories.js", "JavaScript", 0, 0, 0, 255, 0, 0, 3, 16, 274
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/landing-site/Stakeholders.js", "JavaScript", 0, 0, 0, 85, 0, 0, 1, 10, 96
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/landing-site/Team.js", "JavaScript", 0, 0, 0, 88, 0, 0, 1, 17, 106
"/home/manuareraa/Personal/github/personal/geia/apps/geoblocs-frontend/src/pages/platform/ExploreProjects.js", "JavaScript", 0, 0, 0, 199, 0, 0, 4, 12, 215
